,video_path,truth,feature_path
10,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/bt-ev53zZWE.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/bt-ev53zZWE.004.npy
11,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/Or2_bP4lWYI.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Or2_bP4lWYI.004.npy
12,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/BWAEpai6FK0.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/BWAEpai6FK0.003.npy
13,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/83cmR2fkyy8.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/83cmR2fkyy8.005.npy
14,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/yOzHZOg95Ug.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yOzHZOg95Ug.003.npy
15,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/noepjVnUVFY.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/noepjVnUVFY.000.npy
16,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/okSmKH2k5lE.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/okSmKH2k5lE.002.npy
17,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/MOXPVzRBDPo.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/MOXPVzRBDPo.002.npy
18,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/jwcSbw4NDn0.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/jwcSbw4NDn0.005.npy
19,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/vMtF0akNUK4.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/vMtF0akNUK4.000.npy
20,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/DnTtbAR_Qyw.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/DnTtbAR_Qyw.004.npy
21,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/om-9kFEKJIs.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/om-9kFEKJIs.004.npy
22,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/dd0z9mErfSo.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/dd0z9mErfSo.003.npy
23,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/jDdRrqRcSzM.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/jDdRrqRcSzM.002.npy
24,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/T6CMGXdPUTA.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/T6CMGXdPUTA.001.npy
25,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/eD4b8sM-Tpw.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/eD4b8sM-Tpw.000.npy
26,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/NDBCrVvp0Vg.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/NDBCrVvp0Vg.003.npy
27,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/n8IiQJyqjiE.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/n8IiQJyqjiE.003.npy
28,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/osqQpQsJNPQ.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/osqQpQsJNPQ.004.npy
29,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/RlUuWWWFrhM.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/RlUuWWWFrhM.005.npy
30,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/-AmMDnVl4s8.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/-AmMDnVl4s8.003.npy
31,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/F0_EI_X5JVk.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/F0_EI_X5JVk.003.npy
32,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/9hqH1PJ6cG8.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/9hqH1PJ6cG8.001.npy
33,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/4CSV8L7aVik.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/4CSV8L7aVik.000.npy
34,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/SFxiMxHvJuo.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/SFxiMxHvJuo.001.npy
35,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/HegkSmkiBos.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/HegkSmkiBos.005.npy
36,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/vrMlwwTLWIE.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/vrMlwwTLWIE.005.npy
37,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/LKqN07ryM5I.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/LKqN07ryM5I.004.npy
38,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/nOFHZ_s7Et4.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/nOFHZ_s7Et4.005.npy
39,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/w4cZStXMUII.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/w4cZStXMUII.003.npy
40,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/yOzHZOg95Ug.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yOzHZOg95Ug.005.npy
41,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/JIYZTruMpiI.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/JIYZTruMpiI.003.npy
42,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/JBdLI6AhJrw.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/JBdLI6AhJrw.000.npy
43,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/C_NtwmmF2Ys.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/C_NtwmmF2Ys.000.npy
44,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/hG0I7DLSSYg.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/hG0I7DLSSYg.003.npy
45,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/DVh_7dO2cWY.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/DVh_7dO2cWY.000.npy
46,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/TPk6KiHuPag.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/TPk6KiHuPag.004.npy
47,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/L_gmlaz-0s4.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/L_gmlaz-0s4.003.npy
48,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/YucM3Zzvekg.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/YucM3Zzvekg.001.npy
49,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/x0CZuHnJ0Hs.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/x0CZuHnJ0Hs.005.npy
50,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/USO-o9dHJ3U.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/USO-o9dHJ3U.000.npy
51,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/Q2AI4XpApFs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Q2AI4XpApFs.002.npy
52,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/1DCnIad1Y0w.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/1DCnIad1Y0w.002.npy
53,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/nGGtTu6dSJE.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/nGGtTu6dSJE.000.npy
54,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/_uNup91ZYw0.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/_uNup91ZYw0.002.npy
55,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/KJ643kfjqLY.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KJ643kfjqLY.003.npy
56,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/OWZ-qVZG14A.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/OWZ-qVZG14A.002.npy
57,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/WT1YjeADatU.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/WT1YjeADatU.001.npy
58,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/Yj36y7ELRZE.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Yj36y7ELRZE.004.npy
59,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/jTkEWnuDnbA.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/jTkEWnuDnbA.001.npy
60,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/VUgKH9DIs-8.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/VUgKH9DIs-8.001.npy
61,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/98fnGDVky00.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/98fnGDVky00.005.npy
62,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/opEoJBrcmbI.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/opEoJBrcmbI.002.npy
63,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/W0FCCk0a0tg.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/W0FCCk0a0tg.001.npy
64,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/6KKNrufnL80.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/6KKNrufnL80.000.npy
65,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/B9NSU6gQdRw.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/B9NSU6gQdRw.005.npy
66,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/yftfxiDNXko.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yftfxiDNXko.002.npy
67,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/myhEW1aZRg4.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/myhEW1aZRg4.000.npy
68,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/Uu-NbXUPr-A.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Uu-NbXUPr-A.001.npy
69,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/9KAqOrdiZ4I.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/9KAqOrdiZ4I.002.npy
70,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/xBiI0Oo1vBw.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/xBiI0Oo1vBw.005.npy
71,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/50gokPvvMs8.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/50gokPvvMs8.000.npy
72,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/upgv7xmOb1I.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/upgv7xmOb1I.002.npy
73,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/xHb5_bc1JOA.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/xHb5_bc1JOA.000.npy
74,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/Qz_cjgCtDcM.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Qz_cjgCtDcM.003.npy
75,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/y--uBBy7ebM.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/y--uBBy7ebM.005.npy
76,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/JiXJeI5_jGM.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/JiXJeI5_jGM.000.npy
77,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/in-HuMgiDCE.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/in-HuMgiDCE.001.npy
78,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/2kqPuht5jTg.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/2kqPuht5jTg.002.npy
79,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_01/L9sG80PI1Gw.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/L9sG80PI1Gw.003.npy
80,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/tEQEKN07KgQ.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/tEQEKN07KgQ.000.npy
81,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/nfN9qJSVank.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/nfN9qJSVank.005.npy
82,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/QXFRE_pjrAE.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/QXFRE_pjrAE.001.npy
83,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/4lH5nLSwmoM.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/4lH5nLSwmoM.003.npy
84,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/dLaqub4BEsA.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/dLaqub4BEsA.001.npy
85,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/M-SuraqmC9s.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/M-SuraqmC9s.000.npy
86,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/y0UCXXk9tlM.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/y0UCXXk9tlM.005.npy
87,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/2KSBoJZMcMU.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/2KSBoJZMcMU.003.npy
88,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/I01_ubtktEQ.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/I01_ubtktEQ.001.npy
89,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/_mtiuHyOFXg.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/_mtiuHyOFXg.001.npy
90,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/rxYWgXYTATs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/rxYWgXYTATs.002.npy
91,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/UQeuBvZNusI.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/UQeuBvZNusI.001.npy
92,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/0axZSeaUbfs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/0axZSeaUbfs.002.npy
93,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/Etfh8X-ECtY.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Etfh8X-ECtY.001.npy
94,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/g24JGYuT74A.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/g24JGYuT74A.003.npy
95,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/hPguTv1Zvg8.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/hPguTv1Zvg8.004.npy
96,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/do8FmnQbI5I.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/do8FmnQbI5I.000.npy
97,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/in-HuMgiDCE.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/in-HuMgiDCE.004.npy
98,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/UKHSKkb0V1o.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/UKHSKkb0V1o.003.npy
99,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/zJR7w4DABGU.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/zJR7w4DABGU.002.npy
100,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/qVcw5-mm31s.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/qVcw5-mm31s.004.npy
101,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/EwMMNKLjO9w.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/EwMMNKLjO9w.002.npy
102,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/vAEqpUwBMJQ.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/vAEqpUwBMJQ.005.npy
103,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/c4XnKouozXU.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/c4XnKouozXU.001.npy
104,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/w0CQ55sKmck.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/w0CQ55sKmck.002.npy
105,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/F0_EI_X5JVk.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/F0_EI_X5JVk.001.npy
106,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/vr5FWHUkYRM.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/vr5FWHUkYRM.000.npy
107,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/ncmnmmmWEpU.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ncmnmmmWEpU.004.npy
108,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/gsleSGEZHAs.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/gsleSGEZHAs.001.npy
109,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/vR7YF7Zv5-Q.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/vR7YF7Zv5-Q.003.npy
110,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/r2HcJYjGK5s.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/r2HcJYjGK5s.005.npy
111,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/Yj36y7ELRZE.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Yj36y7ELRZE.001.npy
112,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/Y8gv_ZK3w4A.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Y8gv_ZK3w4A.002.npy
113,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/AlEqtGWa43g.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/AlEqtGWa43g.005.npy
114,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/yIe7Rp54-bU.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yIe7Rp54-bU.001.npy
115,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/ymrFbEMNBME.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ymrFbEMNBME.004.npy
116,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/BLeDNfK2quI.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/BLeDNfK2quI.005.npy
117,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/Tad9Q9OFjJw.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Tad9Q9OFjJw.003.npy
118,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/54TGLGvIm_8.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/54TGLGvIm_8.001.npy
119,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/VGoAtKcKIe8.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/VGoAtKcKIe8.005.npy
120,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_02/dh6iOU2RtTA.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/dh6iOU2RtTA.003.npy
